captured_at,game_id,book,market,line,price,open_line,open_price,status,last_seen_at,other_price
2026-09-26T02:22:35+00:00,401858234,DraftKings,total,52.500,-108.000,47.500,-110.000,STATUS_SCHEDULED,2026-09-26T02:22:35+00:00,-112.000
2026-09-24T12:13:44+00:00,401858236,DraftKings,margin,52.500,-110.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858236,DraftKings,margin,52.500,-115.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858236,DraftKings,margin,52.500,-115.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-25T00:54:08+00:00,-105.000
2026-09-25T07:30:32+00:00,401858236,DraftKings,margin,52.500,-122.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,102.000
2026-09-25T18:25:20+00:00,401858236,DraftKings,margin,52.500,-118.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-102.000
2026-09-25T21:13:04+00:00,401858236,DraftKings,margin,53.500,-112.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-108.000
2026-09-26T13:24:25+00:00,401858236,DraftKings,margin,54.500,-108.000,53.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-23T19:53:37+00:00,401858236,DraftKings,total,61.500,-110.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-23T22:10:00+00:00,
2026-09-24T12:13:44+00:00,401858236,DraftKings,total,62.500,-110.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858236,DraftKings,total,63.500,-108.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858236,DraftKings,total,63.500,-108.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-112.000
2026-09-25T18:25:20+00:00,401858236,DraftKings,total,63.500,-102.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-118.000
2026-09-25T21:13:04+00:00,401858236,DraftKings,total,63.500,-110.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-110.000
2026-09-26T13:24:25+00:00,401858236,DraftKings,total,63.500,-112.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:07:41+00:00,-108.000
2026-09-26T14:22:36+00:00,401858236,DraftKings,total,63.500,-105.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:22:36+00:00,-115.000
2026-09-26T14:28:46+00:00,401858236,DraftKings,total,62.500,-115.000,61.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-105.000
2026-09-24T12:13:44+00:00,401858237,DraftKings,margin,44.500,-105.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858237,DraftKings,margin,45.500,-110.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858237,DraftKings,margin,45.500,-110.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-110.000
2026-09-25T18:25:20+00:00,401858237,DraftKings,margin,46.500,-105.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-115.000
2026-09-25T21:13:04+00:00,401858237,DraftKings,margin,45.500,-115.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-105.000
2026-09-26T13:24:25+00:00,401858237,DraftKings,margin,46.500,-105.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-26T13:37:37+00:00,-115.000
2026-09-26T13:52:44+00:00,401858237,DraftKings,margin,46.500,-110.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-23T18:31:11+00:00,401858237,DraftKings,total,59.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-23T18:31:11+00:00,
2026-09-24T12:13:44+00:00,401858237,DraftKings,total,60.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858237,DraftKings,total,61.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858237,DraftKings,total,61.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-25T07:30:32+00:00,-110.000
2026-09-25T13:15:51+00:00,401858237,DraftKings,total,62.500,-120.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,100.000
2026-09-25T18:25:20+00:00,401858237,DraftKings,total,63.500,-108.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-112.000
2026-09-25T21:13:04+00:00,401858237,DraftKings,total,63.500,-105.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-115.000
2026-09-26T13:24:25+00:00,401858237,DraftKings,total,62.500,-115.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-105.000
2026-09-23T02:42:24+00:00,401858238,DraftKings,margin,41.500,-105.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-23T02:42:24+00:00,
2026-09-23T19:53:37+00:00,401858238,DraftKings,margin,41.500,-110.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-23T22:10:00+00:00,
2026-09-24T12:13:44+00:00,401858238,DraftKings,margin,41.500,-112.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858238,DraftKings,margin,41.500,-112.000,42.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-23T19:53:37+00:00,401858238,DraftKings,total,53.500,-115.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-23T22:10:00+00:00,
2026-09-24T12:13:44+00:00,401858238,DraftKings,total,54.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858238,DraftKings,total,54.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-108.000
2026-09-26T13:24:25+00:00,401858238,DraftKings,total,53.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-24T12:13:44+00:00,401858239,DraftKings,margin,19.500,-110.000,20.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858239,DraftKings,margin,19.500,-110.000,20.500,-110.000,STATUS_SCHEDULED,2026-09-25T21:13:04+00:00,-110.000
2026-09-25T23:25:34+00:00,401858239,DraftKings,margin,19.500,-115.000,20.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-105.000
2026-09-24T12:13:44+00:00,401858239,DraftKings,total,52.500,-108.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858239,DraftKings,total,52.500,-108.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T13:37:37+00:00,-112.000
2026-09-26T13:52:44+00:00,401858239,DraftKings,total,52.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-24T12:13:44+00:00,401858240,DraftKings,margin,-3.500,-118.000,-4.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858240,DraftKings,margin,-3.500,-112.000,-4.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:07:41+00:00,-108.000
2026-09-26T14:22:36+00:00,401858240,DraftKings,margin,-3.000,-108.000,-4.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-24T12:13:44+00:00,401858240,DraftKings,total,48.500,-105.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-24T13:50:24+00:00,
2026-09-24T14:09:11+00:00,401858240,DraftKings,total,47.500,-115.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-24T18:17:56+00:00,
2026-09-24T19:14:09+00:00,401858240,DraftKings,total,47.500,-118.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-24T21:09:53+00:00,
2026-09-24T21:46:26+00:00,401858240,DraftKings,total,48.500,-105.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858240,DraftKings,total,48.500,-105.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-25T00:54:08+00:00,-115.000
2026-09-25T07:30:32+00:00,401858240,DraftKings,total,48.500,-108.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-26T13:52:44+00:00,-112.000
2026-09-26T14:07:41+00:00,401858240,DraftKings,total,48.500,-115.000,48.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-105.000
2026-09-23T19:53:37+00:00,401858241,DraftKings,margin,34.500,-110.000,34.500,-110.000,STATUS_SCHEDULED,2026-09-23T20:04:04+00:00,
2026-09-24T12:13:44+00:00,401858241,DraftKings,margin,34.500,-105.000,34.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858241,DraftKings,margin,34.500,-105.000,34.500,-110.000,STATUS_SCHEDULED,2026-09-26T02:52:31+00:00,-115.000
2026-09-26T03:18:40+00:00,401858241,DraftKings,margin,33.500,-115.000,34.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-105.000
2026-09-26T13:24:25+00:00,401858241,DraftKings,margin,33.500,-110.000,34.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-24T12:13:44+00:00,401858241,DraftKings,total,59.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858241,DraftKings,total,59.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-110.000
2026-09-26T13:24:25+00:00,401858241,DraftKings,total,60.500,-108.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-23T02:42:24+00:00,401858242,DraftKings,margin,-14.000,-115.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-23T02:42:24+00:00,
2026-09-24T12:13:44+00:00,401858242,DraftKings,margin,-14.000,-112.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858242,DraftKings,margin,-14.000,-110.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858242,DraftKings,margin,-14.000,-110.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-110.000
2026-09-25T21:13:04+00:00,401858242,DraftKings,margin,-14.000,-105.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-25T21:13:04+00:00,-115.000
2026-09-25T23:25:34+00:00,401858242,DraftKings,margin,-14.000,-108.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-112.000
2026-09-26T13:24:25+00:00,401858242,DraftKings,margin,-14.000,-105.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-26T13:37:37+00:00,-115.000
2026-09-26T13:52:44+00:00,401858242,DraftKings,margin,-14.500,-112.000,-14.000,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-23T19:53:37+00:00,401858242,DraftKings,total,48.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-23T20:04:04+00:00,
2026-09-24T01:15:40+00:00,401858242,DraftKings,total,48.500,-105.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-24T01:15:40+00:00,
2026-09-24T12:13:44+00:00,401858242,DraftKings,total,47.500,-110.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858242,DraftKings,total,47.500,-110.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-110.000
2026-09-25T18:25:20+00:00,401858242,DraftKings,total,47.500,-108.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-25T23:25:33+00:00,-112.000
2026-09-26T00:43:54+00:00,401858242,DraftKings,total,46.500,-118.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-102.000
2026-09-26T13:24:25+00:00,401858242,DraftKings,total,45.500,-115.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T13:52:44+00:00,-105.000
2026-09-26T14:07:41+00:00,401858242,DraftKings,total,45.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-23T19:53:37+00:00,401858243,DraftKings,margin,12.500,-110.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-23T22:10:00+00:00,
2026-09-24T12:13:44+00:00,401858243,DraftKings,margin,13.500,-105.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858243,DraftKings,margin,13.500,-112.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858243,DraftKings,margin,13.500,-112.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-108.000
2026-09-25T18:25:20+00:00,401858243,DraftKings,margin,13.500,-108.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-112.000
2026-09-25T21:13:04+00:00,401858243,DraftKings,margin,12.500,-115.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-105.000
2026-09-26T13:24:25+00:00,401858243,DraftKings,margin,12.500,-110.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-26T13:52:44+00:00,-110.000
2026-09-26T14:07:41+00:00,401858243,DraftKings,margin,11.500,-112.000,13.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-23T19:53:37+00:00,401858243,DraftKings,total,58.500,-110.000,58.500,-110.000,STATUS_SCHEDULED,2026-09-23T22:10:00+00:00,
2026-09-24T12:13:44+00:00,401858243,DraftKings,total,57.500,-112.000,58.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858243,DraftKings,total,56.500,-115.000,58.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858243,DraftKings,total,57.500,-108.000,58.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-24T12:13:44+00:00,401858244,DraftKings,margin,43.500,-110.000,43.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858244,DraftKings,margin,43.500,-115.000,43.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858244,DraftKings,margin,43.500,-115.000,43.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-105.000
2026-09-25T18:25:20+00:00,401858244,DraftKings,margin,44.500,-108.000,43.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-112.000
2026-09-25T21:13:04+00:00,401858244,DraftKings,margin,43.500,-115.000,43.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-105.000
2026-09-24T12:13:44+00:00,401858244,DraftKings,total,61.500,-120.000,60.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858244,DraftKings,total,61.500,-115.000,60.500,-110.000,STATUS_SCHEDULED,2026-09-24T18:17:56+00:00,
2026-09-24T19:14:09+00:00,401858244,DraftKings,total,62.500,-115.000,60.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858244,DraftKings,total,62.500,-115.000,60.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-105.000
2026-09-25T18:25:20+00:00,401858244,DraftKings,total,63.500,-105.000,60.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-115.000
2026-09-25T21:13:04+00:00,401858244,DraftKings,total,62.500,-108.000,60.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-25T00:54:08+00:00,401858245,DraftKings,margin,6.000,-110.000,5.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-25T00:54:08+00:00,401858245,DraftKings,total,56.500,-110.000,56.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-26T13:24:26+00:00,401858248,DraftKings,margin,-7.500,-110.000,-7.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-26T13:24:26+00:00,401858248,DraftKings,total,59.500,-110.000,59.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-26T13:24:26+00:00,401858249,DraftKings,margin,-17.500,-110.000,-7.000,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-26T13:24:26+00:00,401858249,DraftKings,total,50.500,-110.000,55.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-26T13:24:26+00:00,401858250,DraftKings,margin,-20.500,-110.000,-24.500,-115.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-26T13:24:26+00:00,401858250,DraftKings,total,49.500,-110.000,55.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-23T19:53:36+00:00,401858461,DraftKings,margin,21.000,-110.000,23.500,-110.000,STATUS_SCHEDULED,2026-09-24T01:15:40+00:00,
2026-09-24T12:13:44+00:00,401858461,DraftKings,margin,21.000,-108.000,23.500,-110.000,STATUS_SCHEDULED,2026-09-24T19:14:09+00:00,
2026-09-24T21:09:53+00:00,401858461,DraftKings,margin,20.500,-115.000,23.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858461,DraftKings,margin,20.500,-115.000,23.500,-110.000,STATUS_SCHEDULED,2026-09-25T00:54:08+00:00,-105.000
2026-09-25T07:30:32+00:00,401858461,DraftKings,margin,20.500,-110.000,23.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-110.000
2026-09-25T18:25:20+00:00,401858461,DraftKings,margin,20.500,-108.000,23.500,-110.000,STATUS_SCHEDULED,2026-09-25T23:25:33+00:00,-112.000
2026-09-23T02:42:24+00:00,401858461,DraftKings,total,49.500,-108.000,47.500,-110.000,STATUS_SCHEDULED,2026-09-23T02:42:24+00:00,
2026-09-24T12:13:44+00:00,401858461,DraftKings,total,49.500,-112.000,47.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858461,DraftKings,total,49.500,-112.000,47.500,-110.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-108.000
2026-09-25T18:25:20+00:00,401858461,DraftKings,total,50.500,-105.000,47.500,-110.000,STATUS_SCHEDULED,2026-09-25T21:13:04+00:00,-115.000
2026-09-25T23:25:34+00:00,401858461,DraftKings,total,49.500,-112.000,47.500,-110.000,STATUS_SCHEDULED,2026-09-25T23:25:33+00:00,-108.000
2026-09-24T12:13:44+00:00,401858462,DraftKings,margin,-1.500,-110.000,-1.500,-112.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858462,DraftKings,margin,-1.500,-110.000,-1.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-23T18:31:11+00:00,401858462,DraftKings,total,56.500,-115.000,51.500,-112.000,STATUS_SCHEDULED,2026-09-23T18:31:11+00:00,
2026-09-24T12:13:44+00:00,401858462,DraftKings,total,56.500,-110.000,51.500,-112.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858462,DraftKings,total,56.500,-110.000,51.500,-112.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-110.000
2026-09-26T13:24:25+00:00,401858462,DraftKings,total,56.500,-105.000,51.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-115.000
2026-09-24T12:13:44+00:00,401858463,DraftKings,margin,5.500,-110.000,4.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858463,DraftKings,margin,5.500,-110.000,4.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-110.000
2026-09-24T12:13:44+00:00,401858463,DraftKings,total,38.500,-112.000,39.500,-112.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858463,DraftKings,total,38.500,-112.000,39.500,-112.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-108.000
2026-09-25T18:25:20+00:00,401858463,DraftKings,total,38.500,-108.000,39.500,-112.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-112.000
2026-09-26T13:24:25+00:00,401858463,DraftKings,total,38.500,-112.000,39.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-24T12:13:44+00:00,401858464,DraftKings,margin,-5.500,-108.000,-5.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858464,DraftKings,margin,-5.500,-102.000,-5.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-118.000
2026-09-26T13:24:25+00:00,401858464,DraftKings,margin,-5.500,-108.000,-5.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-23T02:42:24+00:00,401858464,DraftKings,total,48.500,-112.000,52.500,-112.000,STATUS_SCHEDULED,2026-09-23T02:42:24+00:00,
2026-09-24T12:13:44+00:00,401858464,DraftKings,total,48.500,-115.000,52.500,-112.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858464,DraftKings,total,48.500,-112.000,52.500,-112.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-108.000
2026-09-26T13:24:25+00:00,401858464,DraftKings,total,49.500,-108.000,52.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-23T02:42:24+00:00,401858465,DraftKings,margin,27.500,-108.000,27.500,-110.000,STATUS_SCHEDULED,2026-09-23T02:42:24+00:00,
2026-09-24T12:13:44+00:00,401858465,DraftKings,margin,26.500,-115.000,27.500,-110.000,STATUS_SCHEDULED,2026-09-24T14:20:17+00:00,
2026-09-24T18:17:56+00:00,401858465,DraftKings,margin,27.500,-105.000,27.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858465,DraftKings,margin,27.500,-105.000,27.500,-110.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-115.000
2026-09-25T21:13:04+00:00,401858465,DraftKings,margin,26.500,-110.000,27.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-110.000
2026-09-26T13:24:25+00:00,401858465,DraftKings,margin,26.500,-108.000,27.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-24T12:13:44+00:00,401858465,DraftKings,total,53.500,-115.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858465,DraftKings,total,53.500,-115.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-105.000
2026-09-26T13:24:25+00:00,401858465,DraftKings,total,54.500,-112.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:22:36+00:00,-108.000
2026-09-26T14:28:46+00:00,401858465,DraftKings,total,54.500,-108.000,54.500,-110.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-112.000
2026-09-22T17:45:06+00:00,401858466,DraftKings,margin,9.500,-112.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-22T17:45:06+00:00,
2026-09-23T19:53:37+00:00,401858466,DraftKings,margin,10.000,-108.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-23T20:04:04+00:00,
2026-09-23T22:10:00+00:00,401858466,DraftKings,margin,10.000,-105.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-23T22:10:00+00:00,
2026-09-24T12:13:44+00:00,401858466,DraftKings,margin,10.000,-110.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-24T18:17:56+00:00,
2026-09-24T19:14:09+00:00,401858466,DraftKings,margin,10.000,-112.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-24T19:14:09+00:00,
2026-09-24T21:09:53+00:00,401858466,DraftKings,margin,10.000,-110.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858466,DraftKings,margin,10.000,-110.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-25T00:54:08+00:00,-110.000
2026-09-25T07:30:32+00:00,401858466,DraftKings,margin,10.000,-112.000,11.500,-105.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-108.000
2026-09-24T12:13:44+00:00,401858466,DraftKings,total,44.500,-112.000,42.500,-112.000,STATUS_SCHEDULED,2026-09-24T19:14:09+00:00,
2026-09-24T21:09:53+00:00,401858466,DraftKings,total,44.500,-108.000,42.500,-112.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858466,DraftKings,total,44.500,-108.000,42.500,-112.000,STATUS_SCHEDULED,2026-09-25T07:30:32+00:00,-112.000
2026-09-25T13:15:51+00:00,401858466,DraftKings,total,44.500,-102.000,42.500,-112.000,STATUS_SCHEDULED,2026-09-25T13:15:51+00:00,-118.000
2026-09-25T18:25:20+00:00,401858466,DraftKings,total,44.500,,42.500,,STATUS_SCHEDULED,2026-09-26T03:35:33+00:00,-105.000
2026-09-26T13:24:25+00:00,401858466,DraftKings,total,43.500,-115.000,42.500,-112.000,STATUS_SCHEDULED,2026-09-26T13:37:37+00:00,-105.000
2026-09-26T13:52:44+00:00,401858466,DraftKings,total,44.500,-105.000,42.500,-112.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-115.000
2026-09-24T12:13:44+00:00,401858467,DraftKings,margin,-27.500,-102.000,-27.500,-105.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
2026-09-25T00:54:08+00:00,401858467,DraftKings,margin,-27.500,-102.000,-27.500,-105.000,STATUS_SCHEDULED,2026-09-25T18:25:20+00:00,-118.000
2026-09-25T21:13:04+00:00,401858467,DraftKings,margin,-27.500,-108.000,-27.500,-105.000,STATUS_SCHEDULED,2026-09-26T14:22:36+00:00,-112.000
2026-09-26T14:28:46+00:00,401858467,DraftKings,margin,-27.500,-115.000,-27.500,-105.000,STATUS_SCHEDULED,2026-09-26T14:28:46+00:00,-105.000
2026-09-22T17:45:06+00:00,401858467,DraftKings,total,57.500,-112.000,56.500,-115.000,STATUS_SCHEDULED,2026-09-22T17:45:06+00:00,
2026-09-24T12:13:44+00:00,401858467,DraftKings,total,58.500,-105.000,56.500,-115.000,STATUS_SCHEDULED,2026-09-24T22:45:28+00:00,
